player_id,league_id,team_id,gp,gs,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts
2,00,0,183,122,5365,934,1937,0.482188,134,339,0.39528,449,548,0.819343,136,400,536,390,226,30,266,445,2451
3,00,0,42,27,1180,132,321,0.411214,7,35,0.2,102,135,0.755555,95,148,243,59,41,10,66,104,373
7,00,0,69,22,1268,189,365,0.517808,0,2,0,163,198,0.823232,108,223,331,76,26,47,98,227,541
9,00,0,70,15,1534,251,555,0.452252,21,79,0.265822,84,103,0.815533,22,88,110,252,73,7,84,162,607
12,00,0,2,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0
15,00,0,17,0,139,14,38,0.368421,9,23,0.391304,14,16,0.875,3,14,17,4,5,2,1,11,51
17,00,0,145,140,5572,1076,2408,0.446843,141,489,0.288343,670,851,0.787309,359,643,1002,891,278,108,397,486,2963
21,00,0,102,3,1597,154,425,0.362352,57,194,0.293814,90,140,0.642857,28,96,124,234,82,18,94,207,455
22,00,0,104,96,2747,623,1230,0.506504,1,4,0.25,290,350,0.828571,149,391,540,135,51,90,185,419,1537
23,00,0,169,89,4789,442,902,0.490022,7,47,0.148936,190,352,0.539772,626,1050,1676,205,106,97,258,630,1081
24,00,0,3,0,39,4,13,0.307692,1,5,0.2,6,7,0.857142,1,4,5,4,1,0,4,11,15
26,00,0,87,74,1914,241,517,0.46615,0,0,0,95,133,0.714285,140,232,372,136,46,73,145,338,577
28,00,0,3,3,87,12,22,0.545454,0,2,0,9,9,1,0,4,4,6,2,1,1,11,33
29,00,0,11,4,87,10,27,0.37037,0,1,0,2,4,0.5,8,4,12,1,3,8,2,29,22
30,00,0,26,20,504,108,208,0.51923,0,2,0,37,49,0.755102,37,29,66,24,21,13,28,52,253
31,00,0,3,0,8,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2
36,00,0,17,0,440,75,160,0.46875,5,21,0.238095,78,95,0.821052,15,24,39,61,24,2,28,40,233
37,00,0,6,0,43,4,14,0.285714,1,4,0.25,3,4,0.75,0,5,5,6,2,0,1,5,12
38,00,0,20,4,224,29,68,0.42647,9,26,0.346153,1,2,0.5,9,33,42,7,9,10,13,27,68
41,00,0,23,7,172,17,36,0.472222,0,1,0,11,21,0.523809,21,17,38,5,6,1,16,31,45
42,00,0,30,3,264,34,73,0.465753,0,2,0,15,26,0.576923,23,33,56,10,5,2,18,29,83
43,00,0,10,0,131,10,26,0.384615,6,13,0.461538,3,3,1,3,10,13,9,2,2,7,22,29
45,00,0,14,5,342,49,108,0.453703,26,59,0.440677,19,29,0.655172,8,38,46,30,12,3,18,49,143
47,00,0,22,4,381,67,147,0.455782,0,1,0,23,39,0.589743,16,41,57,22,2,5,13,61,157
49,00,0,3,3,70,4,9,0.444444,0,0,0,7,8,0.875,2,16,18,0,0,4,11,6,15
51,00,0,15,14,415,69,187,0.368983,14,49,0.285714,43,45,0.955555,5,18,23,35,7,1,22,37,195
52,00,0,16,8,353,54,123,0.439024,4,12,0.333333,63,74,0.851351,11,24,35,79,27,1,22,50,175
53,00,0,116,57,3054,325,719,0.452016,90,245,0.367346,245,293,0.836177,102,240,342,264,94,16,142,260,985
54,00,0,13,0,74,6,16,0.375,0,0,0,4,9,0.444444,4,9,13,3,2,1,3,10,16
55,00,0,4,0,47,3,8,0.375,0,0,0,3,4,0.75,1,4,5,3,1,1,6,7,9
56,00,0,154,129,5479,855,1938,0.441176,137,435,0.314942,308,436,0.706422,148,427,575,811,216,32,297,434,2155
57,00,0,58,49,1898,179,468,0.382478,45,149,0.302013,149,179,0.832402,60,224,284,219,93,29,116,170,552
61,00,0,41,0,502,55,122,0.450819,0,2,0,27,38,0.710526,32,66,98,13,10,6,22,84,137
63,00,0,4,0,87,7,12,0.583333,0,0,0,5,11,0.454545,7,15,22,8,1,2,2,14,19
64,00,0,167,84,4785,656,1479,0.443542,152,419,0.362768,397,506,0.784584,255,681,936,246,118,126,207,441,1861
65,00,0,4,0,37,5,13,0.384615,0,0,0,1,1,1,1,0,1,2,1,1,1,3,11
67,00,0,21,1,226,23,51,0.45098,0,0,0,23,32,0.71875,18,26,44,5,0,3,10,40,69
70,00,0,128,3,1997,192,451,0.42572,84,227,0.370044,85,97,0.876288,27,83,110,156,63,3,41,142,553
71,00,0,6,1,113,8,19,0.421052,1,2,0.5,4,7,0.571428,1,10,11,26,3,0,7,11,21
72,00,0,36,24,1002,132,325,0.406153,8,29,0.275862,74,93,0.795698,18,67,85,135,42,1,58,89,346
73,00,0,57,15,1669,230,480,0.479166,0,1,0,161,223,0.721973,122,236,358,100,47,70,85,180,621
76,00,0,59,33,1213,225,483,0.465838,26,80,0.325,101,136,0.742647,86,177,263,62,41,26,66,80,577
78,00,0,28,14,547,71,163,0.435582,0,0,0,36,45,0.8,49,99,148,28,16,25,37,79,178
80,00,0,13,10,390,59,138,0.427536,4,18,0.222222,21,46,0.456521,35,64,99,30,8,4,10,39,143
81,00,0,10,0,95,16,33,0.484848,0,0,0,7,9,0.777777,4,10,14,8,2,1,6,10,39
82,00,0,70,0,572,79,172,0.459302,1,2,0.5,19,28,0.678571,41,60,101,25,14,11,28,122,178
84,00,0,62,50,2548,446,1067,0.417994,62,188,0.329787,269,335,0.802985,51,218,269,211,73,27,171,135,1223
85,00,0,9,0,173,17,39,0.435897,10,27,0.37037,8,9,0.888888,4,13,17,20,8,1,12,17,52
87,00,0,101,72,3117,303,586,0.517064,0,1,0,312,444,0.702702,296,666,962,78,40,251,149,259,918
88,00,0,19,0,54,7,16,0.4375,0,0,0,4,8,0.5,8,12,20,3,4,0,1,4,18
89,00,0,76,27,2389,372,945,0.39365,114,352,0.323863,174,231,0.753246,54,167,221,342,64,6,129,179,1032
93,00,0,49,7,821,92,225,0.408888,31,83,0.373493,36,48,0.75,10,36,46,44,12,8,48,83,251
95,00,0,79,10,967,113,241,0.468879,0,2,0,52,71,0.732394,79,115,194,14,17,14,44,157,278
96,00,0,114,59,3338,488,1049,0.465204,57,153,0.372549,399,506,0.788537,143,422,565,296,62,26,225,309,1432
97,00,0,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
98,00,0,49,49,1766,227,549,0.413479,89,267,0.333333,101,149,0.677852,53,185,238,110,72,29,76,108,644
100,00,0,3,0,19,0,2,0,0,1,0,1,2,0.5,0,1,1,2,0,0,0,2,1
101,00,0,2,0,23,4,8,0.5,0,2,0,1,1,1,1,0,1,3,0,0,5,2,9
103,00,0,9,0,100,16,35,0.457142,5,16,0.3125,5,10,0.5,6,4,10,4,4,1,4,24,42
104,00,0,18,13,432,50,99,0.50505,0,1,0,45,58,0.775862,22,78,100,7,10,34,24,53,145
105,00,0,123,53,4239,508,1222,0.415711,181,513,0.352826,244,324,0.753086,153,456,609,304,164,52,128,285,1441
107,00,0,73,43,1981,403,909,0.443344,71,202,0.351485,134,171,0.783625,110,163,273,92,51,14,97,163,1011
109,00,0,244,116,6824,665,1562,0.425736,261,728,0.358516,348,482,0.721991,410,951,1361,575,276,225,282,717,1939
111,00,0,16,12,513,77,165,0.466666,3,7,0.428571,44,62,0.709677,34,77,111,26,10,14,24,59,201
112,00,0,8,0,78,10,23,0.434782,6,10,0.6,6,10,0.6,10,6,16,5,1,0,5,13,32
114,00,0,4,0,57,12,26,0.461538,0,0,0,8,11,0.727272,3,5,8,2,1,0,2,4,32
116,00,0,8,0,64,4,7,0.571428,2,2,1,2,4,0.5,2,6,8,4,3,0,1,15,12
117,00,0,51,47,1809,382,812,0.470443,2,12,0.166666,190,223,0.852017,35,106,141,110,39,12,90,123,956
120,00,0,90,73,2901,444,1042,0.426103,136,345,0.394202,314,366,0.857923,99,169,268,195,77,29,135,221,1338
121,00,0,139,135,5208,1104,2353,0.469188,8,23,0.347826,597,831,0.718411,337,1098,1435,275,122,303,345,522,2813
122,00,0,67,16,1063,148,299,0.494983,0,5,0,111,144,0.770833,56,84,140,57,23,12,63,131,407
123,00,0,33,0,436,59,154,0.383116,6,21,0.285714,46,63,0.730158,7,28,35,62,23,7,51,65,170
124,00,0,121,113,3749,541,1128,0.479609,13,54,0.24074,373,510,0.731372,307,606,913,286,117,165,260,439,1468
128,00,0,57,29,1237,158,381,0.414698,38,97,0.391752,56,74,0.756756,62,151,213,34,19,31,54,111,410
129,00,0,4,3,153,20,50,0.4,0,0,0,20,28,0.714285,4,24,28,9,4,5,9,19,60
133,00,0,55,52,1933,239,601,0.39767,78,191,0.408376,109,137,0.79562,21,100,121,205,62,5,104,164,665
134,00,0,105,93,3879,705,1504,0.46875,22,90,0.244444,594,713,0.833099,70,279,349,935,132,30,354,233,2026
136,00,0,106,78,2881,285,656,0.434451,0,2,0,187,249,0.751004,261,439,700,103,67,83,97,327,757
137,00,0,49,37,1648,240,645,0.372093,84,279,0.301075,78,112,0.696428,26,117,143,165,44,5,88,111,642
138,00,0,9,0,80,9,20,0.45,0,1,0,10,12,0.833333,12,7,19,1,0,1,3,13,28
140,00,0,36,8,424,32,76,0.421052,0,0,0,43,61,0.704918,16,36,52,16,6,3,24,44,107
143,00,0,2,0,5,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
145,00,0,7,0,103,21,39,0.538461,5,13,0.384615,16,17,0.941176,6,6,12,3,6,2,2,14,63
146,00,0,71,0,560,49,123,0.398373,19,53,0.35849,7,13,0.538461,30,52,82,24,21,7,16,60,124
147,00,0,59,30,1884,324,740,0.437837,50,130,0.384615,165,206,0.80097,29,160,189,169,49,25,118,176,863
149,00,0,20,16,679,85,230,0.369565,35,107,0.327102,51,60,0.85,14,53,67,103,32,2,44,41,256
154,00,0,2,0,4,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
156,00,0,107,11,1832,301,586,0.513651,1,3,0.333333,128,173,0.739884,94,181,275,103,27,92,86,383,731
157,00,0,97,75,3094,415,925,0.448648,96,263,0.365019,168,236,0.711864,56,177,233,513,148,11,167,237,1094
164,00,0,73,23,1954,180,452,0.39823,54,148,0.364864,102,125,0.816,27,188,215,319,62,4,150,248,516
165,00,0,145,140,5749,1504,2847,0.528275,4,18,0.222222,743,1034,0.718568,471,1150,1621,458,245,472,424,562,3755
166,00,0,112,98,3000,397,883,0.449603,57,195,0.292307,162,232,0.698275,126,291,417,305,141,76,121,245,1013
168,00,0,19,10,524,65,143,0.454545,16,34,0.470588,25,29,0.862068,25,57,82,29,20,7,20,58,171
170,00,0,50,11,592,84,163,0.515337,1,5,0.2,23,29,0.793103,40,93,133,18,11,15,26,103,192
173,00,0,27,0,333,21,57,0.368421,12,31,0.387096,7,9,0.777777,22,35,57,13,9,3,11,56,61
174,00,0,55,0,719,124,289,0.429065,4,22,0.181818,95,112,0.848214,17,55,72,80,13,1,55,70,347
175,00,0,87,59,1712,241,477,0.505241,0,2,0,135,211,0.63981,179,327,506,70,39,142,126,319,617
176,00,0,5,0,18,0,1,0,0,0,0,0,0,0,1,6,7,0,0,0,1,4,0
177,00,0,19,17,638,70,167,0.419161,10,21,0.47619,20,26,0.76923,13,38,51,107,33,0,37,36,170
178,00,0,37,19,770,105,192,0.546875,1,2,0.5,25,46,0.543478,87,134,221,12,15,22,29,112,236
179,00,0,15,13,498,60,134,0.447761,1,7,0.142857,65,79,0.822784,26,39,65,33,12,3,14,30,186
180,00,0,36,0,269,23,62,0.370967,7,17,0.411764,18,21,0.857142,8,15,23,35,9,3,20,30,71
181,00,0,68,68,2043,268,586,0.457337,117,261,0.448275,127,150,0.846666,22,125,147,305,54,9,104,123,780
182,00,0,11,11,415,70,141,0.496453,0,5,0,29,45,0.644444,30,59,89,40,16,5,24,42,169
183,00,0,39,5,791,126,238,0.529411,0,0,0,52,85,0.611764,81,129,210,25,26,22,48,139,304
184,00,0,26,18,600,71,178,0.398876,12,36,0.333333,24,40,0.6,19,50,69,48,24,3,35,48,178
185,00,0,80,80,2897,617,1330,0.463909,14,52,0.26923,247,404,0.611386,220,476,696,291,91,92,227,286,1495
187,00,0,110,68,2959,678,1351,0.50185,1,11,0.090909,307,435,0.705747,252,490,742,173,98,62,171,353,1664
190,00,0,8,1,55,2,6,0.333333,0,1,0,7,10,0.7,1,11,12,2,1,0,3,6,11
192,00,0,45,31,1447,184,461,0.399132,95,261,0.363984,56,72,0.777777,23,106,129,77,36,9,60,116,519
193,00,0,96,27,3092,333,636,0.523584,0,4,0,243,364,0.667582,222,414,636,214,54,28,175,257,909
194,00,0,40,1,310,36,75,0.48,5,7,0.714285,12,13,0.923076,7,22,29,33,5,3,14,47,89
197,00,0,23,0,273,34,76,0.447368,6,21,0.285714,11,13,0.846153,11,35,46,11,21,3,11,33,85
198,00,0,67,15,963,92,246,0.373983,46,125,0.368,18,24,0.75,28,116,144,63,16,8,27,116,248
199,00,0,24,15,538,79,212,0.372641,24,65,0.36923,35,43,0.813953,28,60,88,57,14,13,36,72,217
201,00,0,59,16,824,44,108,0.407407,0,0,0,30,66,0.454545,88,149,237,17,25,29,28,171,118
202,00,0,17,1,221,24,66,0.363636,3,9,0.333333,4,6,0.666666,5,9,14,49,8,3,18,25,55
203,00,0,98,34,2186,184,483,0.380952,37,128,0.289062,84,133,0.631578,98,245,343,505,131,43,139,271,489
204,00,0,140,140,4766,741,1578,0.469581,122,282,0.432624,488,551,0.885662,136,391,527,525,170,25,231,384,2092
208,00,0,136,60,3537,565,1364,0.414222,117,322,0.363354,409,483,0.84679,58,291,349,592,105,19,268,402,1656
209,00,0,51,1,892,126,315,0.4,41,117,0.350427,47,54,0.87037,27,60,87,57,40,7,41,81,340
210,00,0,38,15,946,165,361,0.457063,16,42,0.380952,52,58,0.896551,18,104,122,163,31,9,67,66,398
213,00,0,93,26,2644,311,650,0.478461,1,1,1,279,414,0.673913,228,458,686,83,57,102,144,310,902
216,00,0,127,28,2441,276,699,0.394849,77,242,0.318181,95,131,0.72519,66,293,359,375,66,23,154,264,724
219,00,0,54,32,1368,193,425,0.454117,31,72,0.430555,56,69,0.811594,17,101,118,151,34,6,47,97,473
221,00,0,18,0,304,36,91,0.395604,0,0,0,28,47,0.595744,24,42,66,3,11,4,11,35,100
223,00,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,00,0,81,66,2767,348,804,0.432835,124,324,0.382716,217,277,0.783393,57,270,327,197,105,61,107,239,1037
226,00,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,00,0,64,10,676,73,134,0.544776,1,2,0.5,43,66,0.651515,47,103,150,19,20,9,28,83,190
229,00,0,111,52,2158,399,853,0.46776,0,3,0,232,340,0.682352,110,244,354,84,17,46,126,325,1030
236,00,0,7,4,203,23,63,0.365079,0,2,0,18,22,0.818181,9,14,23,16,7,1,14,12,64
238,00,0,74,42,1873,183,406,0.450738,0,4,0,125,199,0.62814,160,292,452,31,39,22,76,260,491
239,00,0,25,6,298,28,93,0.301075,12,36,0.333333,27,35,0.771428,7,13,20,43,5,0,14,31,95
240,00,0,8,0,59,13,25,0.52,4,10,0.4,8,11,0.727272,4,3,7,10,0,2,11,8,38
241,00,0,9,0,51,4,11,0.363636,0,1,0,0,3,0,4,5,9,2,2,1,4,10,8
243,00,0,75,26,2140,269,615,0.437398,55,143,0.384615,117,146,0.801369,45,228,273,237,81,11,101,191,710
244,00,0,31,7,782,122,272,0.448529,16,55,0.290909,60,70,0.857142,20,68,88,112,23,15,44,79,320
246,00,0,17,3,273,31,65,0.476923,0,0,0,15,31,0.48387,15,54,69,5,7,12,19,44,77
247,00,0,112,112,4097,646,1398,0.462088,53,148,0.358108,407,476,0.855042,95,162,257,512,91,6,205,227,1752
248,00,0,62,41,1513,164,374,0.438502,14,56,0.25,63,94,0.670212,142,216,358,86,67,23,70,174,405
251,00,0,85,73,2836,384,862,0.445475,73,205,0.356097,277,346,0.800578,80,261,341,207,59,37,147,220,1118
252,00,0,193,193,7907,1743,3768,0.462579,6,37,0.162162,1269,1725,0.735652,502,1560,2062,610,258,135,550,662,4761
255,00,0,39,37,1232,200,426,0.469483,5,21,0.238095,118,151,0.781456,43,195,238,140,35,19,79,108,523
258,00,0,58,34,1557,180,387,0.465116,0,1,0,114,173,0.658959,149,263,412,43,29,45,80,203,474
262,00,0,53,14,1105,113,216,0.523148,0,2,0,35,71,0.492957,127,175,302,30,37,34,39,120,261
265,00,0,19,9,413,45,103,0.436893,6,17,0.352941,10,20,0.5,14,39,53,13,4,9,8,30,106
270,00,0,170,160,6173,786,1483,0.530006,1,8,0.125,334,468,0.713675,549,908,1457,360,171,173,184,515,1907
271,00,0,39,22,851,151,335,0.450746,14,62,0.225806,105,137,0.766423,41,40,81,56,35,8,59,119,421
273,00,0,34,0,468,62,147,0.421768,3,9,0.333333,53,77,0.688311,43,30,73,37,9,5,25,60,180
275,00,0,63,63,2525,435,970,0.448453,76,181,0.419889,268,303,0.884488,19,165,184,139,43,10,163,151,1214
278,00,0,77,25,1471,162,370,0.437837,0,3,0,138,177,0.779661,53,126,179,101,56,14,73,141,462
279,00,0,44,9,591,23,54,0.425925,0,1,0,20,36,0.555555,36,72,108,13,13,31,17,115,66
280,00,0,36,34,772,70,158,0.443037,0,1,0,38,59,0.644067,87,102,189,9,8,42,43,133,178
281,00,0,94,23,1504,201,419,0.479713,0,4,0,85,134,0.634328,154,280,434,58,38,74,69,254,487
283,00,0,147,13,2066,190,614,0.309446,72,277,0.259927,68,84,0.809523,41,156,197,192,106,18,88,243,520
285,00,0,10,0,67,9,26,0.346153,1,4,0.25,2,2,1,5,4,9,15,3,0,5,7,21
287,00,0,7,0,41,7,14,0.5,1,1,1,5,9,0.555555,3,7,10,2,0,0,4,12,20
288,00,0,34,8,692,111,250,0.444,0,1,0,80,102,0.784313,39,117,156,18,14,20,40,53,302
291,00,0,30,8,560,62,101,0.613861,0,1,0,52,63,0.825396,63,72,135,11,19,12,21,57,176
292,00,0,8,0,48,3,10,0.3,0,0,0,2,2,1,7,8,15,2,3,1,4,7,8
293,00,0,66,57,1616,247,514,0.480544,0,5,0,122,173,0.705202,102,160,262,77,45,77,103,240,616
296,00,0,111,56,2530,267,601,0.444259,86,239,0.359832,109,136,0.80147,94,259,353,246,84,27,151,320,729
297,00,0,95,57,2597,441,861,0.512195,7,19,0.368421,402,619,0.649434,179,486,665,81,45,215,226,330,1291
299,00,0,39,26,1092,207,497,0.416498,33,87,0.37931,92,104,0.884615,32,151,183,79,25,37,77,86,539
302,00,0,54,54,2161,280,757,0.369881,125,357,0.35014,84,123,0.682926,67,199,266,357,116,24,162,102,769
304,00,0,182,165,6399,855,1809,0.472636,111,341,0.325513,615,759,0.810276,162,446,608,1839,338,50,517,539,2436
305,00,0,184,168,5967,1132,2239,0.505582,0,1,,556,770,0.722077,571,1194,1765,234,145,309,365,617,2820
306,00,0,24,9,407,68,144,0.472222,3,13,0.230769,13,21,0.619047,13,34,47,77,14,4,21,49,152
310,00,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,00,0,37,11,755,109,234,0.465811,2,14,0.142857,64,83,0.771084,37,49,86,114,22,7,57,69,284
316,00,0,3,0,21,2,9,0.222222,0,0,0,5,6,0.833333,3,1,4,1,0,1,0,5,9
317,00,0,96,55,3035,450,1069,0.420954,176,475,0.370526,287,378,0.759259,37,234,271,393,120,9,224,323,1363
320,00,0,5,0,57,6,9,0.666666,0,0,0,0,0,0,1,0,1,3,2,1,6,12,12
323,00,0,67,16,866,94,221,0.425339,5,15,0.333333,40,51,0.784313,43,113,156,20,8,15,40,150,233
324,00,0,57,28,1414,150,425,0.352941,56,170,0.329411,43,54,0.796296,51,138,189,102,63,10,61,117,399
328,00,0,106,86,2429,249,528,0.47159,0,3,0,114,152,0.75,150,429,579,72,42,63,93,348,612
330,00,0,43,22,1191,247,493,0.501014,3,12,0.25,131,171,0.766081,66,136,202,80,42,31,76,152,628
333,00,0,31,26,755,121,249,0.485943,5,15,0.333333,24,33,0.727272,21,45,66,56,23,9,23,63,271
335,00,0,52,18,1140,198,427,0.4637,14,42,0.333333,73,93,0.784946,34,108,142,127,42,12,81,128,483
339,00,0,12,6,335,46,117,0.393162,3,4,0.75,20,29,0.689655,12,46,58,26,19,6,19,34,115
341,00,0,14,0,108,9,25,0.36,1,3,0.333333,3,4,0.75,3,7,10,2,1,1,4,20,22
342,00,0,2,0,4,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
344,00,0,31,0,263,53,104,0.509615,17,39,0.435897,9,12,0.75,2,21,23,26,12,0,17,20,132
345,00,0,124,90,3938,620,1320,0.469696,151,406,0.371921,437,529,0.826086,73,298,371,624,137,14,236,245,1828
346,00,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
348,00,0,2,0,4,1,2,0.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
349,00,0,131,109,3776,438,1013,0.432379,97,281,0.345195,212,273,0.776556,113,364,477,905,131,8,292,225,1185
351,00,0,61,2,719,89,227,0.39207,2,4,0.5,84,114,0.736842,53,83,136,31,21,15,50,98,264
353,00,0,51,13,1118,113,284,0.397887,39,136,0.286764,81,90,0.9,34,83,117,127,48,6,83,96,346
355,00,0,50,0,707,76,191,0.397905,10,29,0.344827,54,79,0.683544,36,60,96,59,21,9,42,95,216
356,00,0,69,24,1142,173,389,0.44473,39,132,0.295454,63,84,0.75,72,152,224,53,46,32,45,115,448
357,00,0,5,0,38,2,13,0.153846,0,7,0,3,3,1,3,2,5,5,1,1,1,4,7
358,00,0,64,63,2640,456,1018,0.447937,101,266,0.379699,291,390,0.746153,101,202,303,394,119,48,188,197,1304
359,00,0,41,9,651,83,177,0.468926,2,5,0.4,50,70,0.714285,33,83,116,19,15,7,21,74,218
361,00,0,141,69,3886,539,1372,0.392857,87,292,0.297945,288,458,0.62882,185,369,554,250,141,132,230,496,1453
363,00,0,45,23,1156,172,398,0.43216,5,28,0.178571,123,155,0.793548,60,152,212,69,36,21,72,134,472
364,00,0,13,13,394,65,155,0.419354,27,72,0.375,26,36,0.722222,4,24,28,28,8,0,22,30,183
365,00,0,142,72,3786,436,939,0.464323,39,129,0.302325,265,356,0.744382,229,397,626,319,111,88,225,436,1176
368,00,0,5,0,106,13,29,0.448275,0,0,0,3,6,0.5,6,19,25,4,1,6,3,12,29
369,00,0,72,46,1567,147,348,0.422413,58,166,0.349397,44,62,0.709677,33,150,183,264,105,10,92,146,396
371,00,0,17,7,409,49,122,0.401639,17,48,0.354166,16,25,0.64,16,57,73,20,10,2,14,53,131
375,00,0,21,21,753,114,273,0.417582,18,53,0.339622,98,114,0.859649,25,53,78,65,19,0,61,52,344
376,00,0,16,4,168,10,22,0.454545,0,0,0,4,8,0.5,15,19,34,1,0,5,10,36,24
378,00,0,76,30,1843,234,572,0.40909,57,166,0.343373,91,124,0.73387,57,165,222,222,77,13,93,154,616
380,00,0,27,0,250,34,81,0.419753,9,27,0.333333,10,18,0.555555,13,8,21,22,11,1,22,34,87
381,00,0,14,0,99,15,39,0.384615,10,24,0.416666,1,2,0.5,3,5,8,13,4,2,7,13,41
383,00,0,27,17,796,128,314,0.407643,7,27,0.259259,59,86,0.686046,43,57,100,56,39,10,37,74,322
384,00,0,8,8,242,28,68,0.411764,0,2,0,11,16,0.6875,9,9,18,12,5,3,12,25,67
386,00,0,19,0,187,34,73,0.465753,2,6,0.333333,21,27,0.777777,4,12,16,29,10,0,10,13,91
389,00,0,99,32,2664,386,878,0.439635,108,316,0.341772,184,264,0.696969,104,283,387,317,95,29,141,215,1064
390,00,0,3,0,60,9,18,0.5,4,10,0.4,3,3,1,1,0,1,4,1,0,3,8,25
393,00,0,52,35,1597,275,617,0.445705,10,35,0.285714,139,197,0.705583,65,142,207,390,56,11,125,135,699
397,00,0,144,144,5305,941,2095,0.449164,320,820,0.390243,770,862,0.893271,77,339,416,357,146,34,257,275,2972
399,00,0,29,0,253,24,49,0.489795,0,0,0,24,35,0.685714,20,22,42,11,7,11,13,60,72
400,00,0,10,6,292,26,54,0.481481,0,1,0,24,33,0.727272,33,41,74,7,6,3,20,29,76
402,00,0,53,27,1028,75,168,0.446428,0,0,0,70,108,0.648148,57,150,207,39,27,47,29,171,220
404,00,0,67,59,1956,323,723,0.446749,0,1,0,139,198,0.70202,143,250,393,84,30,34,155,246,785
406,00,0,216,214,8097,2041,3627,0.562724,0,0,0,1168,2317,0.5041,866,1642,2508,582,117,459,649,769,5250
416,00,0,2,0,11,1,4,0.25,0,2,0,0,0,0,0,0,0,0,0,0,1,3,2
417,00,0,59,8,854,98,246,0.398373,6,29,0.206896,65,80,0.8125,39,91,130,34,10,9,39,122,267
418,00,0,34,0,355,29,76,0.381578,10,23,0.434782,21,28,0.75,4,20,24,57,12,0,21,42,89
420,00,0,9,2,143,13,29,0.448275,0,0,0,4,8,0.5,25,24,49,5,2,3,5,14,30
422,00,0,90,65,2807,398,819,0.485958,1,16,0.0625,152,230,0.660869,42,144,186,562,102,11,171,174,949
423,00,0,15,2,296,51,104,0.490384,0,0,0,38,61,0.62295,33,46,79,7,9,13,16,44,140
428,00,0,17,10,524,73,182,0.401098,6,22,0.272727,26,38,0.68421,18,40,58,106,14,1,46,35,178
431,00,0,88,78,2938,514,1032,0.498062,3,15,0.2,491,616,0.797077,314,539,853,161,99,137,275,346,1522
432,00,0,21,15,333,32,68,0.470588,14,37,0.378378,14,19,0.736842,17,44,61,18,7,4,12,39,92
433,00,0,108,92,3625,436,839,0.519666,1,2,0.5,338,503,0.671968,351,590,941,113,90,70,190,386,1211
436,00,0,49,13,859,99,251,0.394422,0,0,0,72,95,0.757894,60,99,159,32,14,8,26,87,270
440,00,0,20,2,88,6,17,0.352941,0,0,0,7,8,0.875,8,12,20,1,1,5,3,17,19
441,00,0,14,0,262,27,74,0.364864,14,42,0.333333,16,18,0.888888,11,38,49,5,5,3,7,32,84
442,00,0,4,0,68,11,19,0.578947,0,0,0,2,2,1,11,6,17,2,2,5,4,17,24
445,00,0,27,19,783,98,235,0.417021,50,134,0.373134,32,39,0.820512,25,62,87,31,14,6,20,36,278
446,00,0,54,0,1085,140,326,0.429447,22,69,0.31884,94,117,0.803418,43,93,136,61,31,1,45,95,396
448,00,0,22,4,416,29,65,0.446153,0,1,0,15,42,0.357142,27,61,88,27,11,19,27,57,73
452,00,0,24,18,749,138,281,0.491103,1,2,0.5,39,73,0.534246,74,95,169,33,29,25,44,88,316
456,00,0,51,15,1332,208,464,0.448275,77,197,0.390862,84,114,0.736842,23,161,184,86,23,12,60,120,577
457,00,0,42,11,683,68,153,0.444444,0,1,0,57,74,0.77027,44,91,135,12,15,50,39,112,193
458,00,0,88,0,1420,162,422,0.383886,44,124,0.354838,93,105,0.885714,17,113,130,233,36,12,105,167,461
460,00,0,5,0,11,4,8,0.5,1,4,0.25,1,5,0.2,0,3,3,2,1,0,0,0,10
462,00,0,47,11,784,86,197,0.436548,0,3,0,77,97,0.793814,49,118,167,33,23,21,43,135,249
467,00,0,158,146,6091,720,1843,0.390667,236,733,0.321964,367,470,0.780851,218,840,1058,1263,302,52,450,348,2043
468,00,0,62,1,930,109,270,0.403703,60,149,0.402684,48,56,0.857142,22,96,118,85,32,3,52,69,326
469,00,0,52,50,1849,277,712,0.389044,58,157,0.369426,170,218,0.779816,57,185,242,165,49,9,113,148,782
470,00,0,81,62,2393,308,691,0.44573,50,148,0.337837,260,339,0.766961,54,216,270,479,125,23,153,265,926
671,00,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
672,00,0,35,4,360,38,95,0.4,27,59,0.457627,18,22,0.818181,10,39,49,19,6,9,11,29,121
